,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301
Facebook,-0.040208,0.45172,-0.293,0.43092,-0.0095025,-0.11083,0.40694,-0.50672,0.29662,1.0715,-1.2411,-0.033061,-0.36393,-0.11479,-0.25867,0.31193,-0.46345,0.89279,-0.35262,0.36238,0.051563,0.63774,-0.11584,-0.14786,0.18069,0.13066,-0.14835,0.30368,0.048362,0.03512,0.94239,-0.13421,0.066475,0.068271,-0.58851,-0.17054,-0.50741,0.10769,-0.32255,-0.37726,-0.59285,-0.38139,0.27594,0.30271,-0.053278,0.27368,-0.28448,-0.1532,0.24631,-0.022034,-0.27442,0.21426,0.12086,-0.67246,-0.70645,-0.48455,-0.38587,0.1253,0.32639,0.42798,-0.29256,0.34077,0.18941,-0.070367,0.50976,-0.56903,-0.27402,-0.45052,0.30283,0.098248,0.028658,-0.025134,0.595,-0.14705,0.59954,-0.071422,0.52086,0.065989,0.54677,0.39859,0.28636,0.28156,-0.30862,-0.056089,0.5495,0.31555,0.38705,-0.49984,0.35943,-0.40998,0.31044,-0.074205,-0.35329,-0.082788,0.25949,0.46937,-0.42727,0.5065,-0.051657,0.12165,0.13498,-0.22737,0.11826,0.41451,0.17532,0.15864,0.1614,0.34782,0.084805,0.30521,-0.42529,-0.28199,0.13583,-0.076556,-0.153,-0.3762,0.15103,0.085879,-0.58453,0.33132,-0.26514,0.094892,0.27736,-0.41931,0.53608,0.23317,-0.070557,-0.08235,0.29513,0.16184,-0.40136,-0.52189,-0.13824,-0.22709,-0.20596,-0.62187,-0.33203,-0.26844,-0.64784,-0.33136,-2.0425,-0.17468,0.060906,0.27024,0.011591,-0.12793,0.27019,0.04982,-1.1911,0.17742,0.94798,0.082096,-0.065339,0.073712,0.083521,0.56813,0.20283,0.013995,0.32589,-0.33672,0.16849,-0.074231,-0.25572,0.0033443,-0.2921,-0.1543,-0.12133,-0.030793,-0.22019,0.037791,-0.16999,0.16847,0.52977,0.35067,0.1032,0.17764,-0.124,-0.052373,0.35844,0.084172,0.15397,-0.070376,0.22477,-0.036192,0.40441,0.067439,-0.52518,-0.35627,-0.062311,-0.60946,0.27385,-0.40908,-0.36445,0.16462,0.50128,0.38796,0.28858,-0.24045,0.58643,0.26648,0.079587,-0.33135,0.10878,0.049555,-0.07707,-0.43013,0.14267,0.19713,-0.21349,-0.57323,-0.47313,0.067642,-0.1296,0.48991,-0.33174,0.0074987,0.40583,-0.45282,-0.82316,0.24975,0.024184,0.24096,-0.28716,0.31768,-0.19978,-0.22451,-0.1179,-0.15092,-0.27011,-0.31616,-0.042933,-0.056863,0.043857,-0.32287,0.078086,-0.44074,-0.41485,0.13788,0.40076,0.029359,0.0069109,-0.24682,0.17942,-0.019505,0.33459,-0.38617,0.15169,0.477,-0.051586,-0.1176,-0.0087784,-0.41849,-0.40871,-0.33359,-0.032145,-0.31819,-0.8654,0.16694,-0.37925,-0.82204,0.69146,0.1324,0.17669,-0.26028,0.14805,-0.19672,-0.064073,0.099072,0.66072,0.041769,-0.66734,-0.072698,0.10475,0.60805,0.18929,-0.19129,-0.63454,-0.48311,0.12869,0.066076,-0.21339,0.22583,0.34755,0.17862,0.27708,0.12599,0.075206,0.13223,-0.024557,-0.21074,-0.34584,0.17672,0.59915,0.20234,0.6172,-0.052586,0.094889,-0.3472,-0.4818,0.68565,11,8621
Varian,0.29345,0.22605,0.14518,0.58848,0.075919,-0.7002,-0.0040068,-0.51105,0.55076,-1.5867,0.35582,0.072003,0.50312,0.37917,-0.54875,0.68349,0.41833,-0.47599,-0.44905,0.077622,-0.20734,0.20842,-0.22167,0.49925,-0.3765,0.18564,-0.31049,0.0028731,-0.096658,0.38894,0.068466,-0.53653,0.76348,-0.032493,-0.49229,-0.15825,-0.12355,0.057001,0.28973,0.58917,-0.57707,-0.44447,0.070757,0.042327,0.68379,0.3513,0.0055053,-0.40378,0.032959,0.29392,-0.053717,-0.34084,0.50748,0.63678,-0.5352,-0.2069,-0.27672,0.79012,-0.50489,0.020202,-0.28908,0.0056703,-0.38291,-0.47111,0.23966,0.47072,0.44105,-0.44974,-0.25869,-0.080602,0.27963,-0.0033035,-0.24516,0.15254,0.045013,-0.35543,-0.38664,-0.16173,0.39509,0.057498,-0.77527,-0.033573,0.41551,0.25288,-0.021145,0.63188,0.81554,-0.57671,-0.9536,-0.34294,-0.0082358,-0.052702,0.12777,-0.31939,0.52098,-0.011437,-0.20076,-0.36492,-0.22549,-0.23125,-0.019757,-0.52942,0.20869,0.40988,-0.078489,-1.3854,-0.32195,-0.21334,-0.36826,-0.10568,0.38027,0.45217,-0.54747,0.030969,-0.92671,-0.37385,0.066551,0.053737,0.70476,-0.020257,0.48797,0.19038,0.10761,0.024467,0.22801,-0.6473,0.50262,0.2625,0.5703,-0.52825,-0.47517,0.12299,-0.042349,-0.44148,-0.38905,0.42982,-0.29579,0.22269,0.22198,-0.38585,0.37511,-0.35744,-0.52226,0.59702,-0.51784,-0.21479,0.28378,-0.11211,-0.16586,-0.28497,0.51693,-0.29182,0.76455,0.26348,0.27918,-0.41017,-0.29676,-0.26486,0.6594,-0.12572,0.30772,0.56797,0.25936,0.9623,0.84378,0.14136,-0.12685,0.052278,-0.44304,-0.099087,-0.61637,0.24802,0.01993,-0.32403,-0.34745,-0.68425,-0.21947,-0.10155,0.1274,0.8165,0.4346,-0.4313,0.37218,-0.41772,-0.16497,-0.54722,0.17744,-0.13387,-0.10257,0.45595,-0.30945,-0.71985,-0.2734,-0.31091,0.20412,0.4246,0.37864,0.34682,0.1287,-0.57106,-0.056686,0.18912,0.61722,-0.088439,-0.41266,-0.43367,0.051613,0.30096,0.23001,0.33473,-0.54719,-0.441,0.26188,0.21379,0.03604,-0.65644,0.35041,0.31754,0.71776,-0.53451,-0.64819,0.35798,0.0872,0.084084,-0.24828,0.4126,-0.47425,-0.14352,-0.23347,-0.67631,0.029184,-0.66473,0.22773,-0.68566,-0.42954,-0.068036,0.26893,0.091128,0.10911,-0.016033,0.13364,-0.26905,-0.48745,0.07738,-0.23169,-0.22568,0.10173,0.50456,0.60307,-0.19864,0.097123,-0.18697,-0.078209,0.31531,0.18821,-0.55505,-0.02523,0.11193,-0.097115,-0.2907,0.027391,0.48148,-0.21067,-0.052174,-0.37143,0.27876,-0.30901,0.40372,-0.61396,0.60175,-0.39034,-0.78747,0.49239,0.26578,-0.19973,-0.16548,-0.61696,-0.2664,0.05512,0.23577,-0.22861,0.071548,-0.24651,-0.092504,-0.37424,0.25557,-0.421,-0.19203,-0.70345,0.016815,-0.084799,-0.25731,0.3991,-0.29457,0.75516,0.038374,-0.20977,0.66269,-0.48029,0.31603,6,338
Allergan,0.6838,0.29279,0.065342,0.28826,-0.10174,-0.245,-0.14432,-0.019873,0.28619,-1.4096,0.13837,-0.44181,-0.15952,-0.071376,0.59562,0.59077,0.3128,-1.0488,-0.080251,-0.36416,-0.067272,0.84096,0.011905,-0.97875,-0.51617,-0.12913,0.52032,0.41157,0.22743,0.81125,0.104,-0.2219,-0.27116,-0.77408,-0.1102,-0.39924,0.54592,0.62879,-0.018802,0.063428,-0.10618,-0.21088,-0.030311,0.54413,-0.51564,-0.45657,0.22675,0.43227,0.27818,0.5652,-0.042895,-0.32249,-0.22259,0.38385,-1.3224,-0.19654,-0.091592,-0.26825,0.089673,0.1248,-0.22156,-0.96572,0.58363,-0.10077,-0.077817,0.15746,-0.31135,-0.42319,-0.16996,0.24172,-0.33,0.21953,-0.99942,-0.031713,0.38595,-0.51769,0.0046787,0.49529,0.56816,-0.2352,0.59171,0.55301,-0.13974,0.21302,0.26284,-0.53432,1.2451,-0.36995,0.035421,-0.16398,-0.33101,-0.1627,-0.46774,-0.99621,-0.11191,0.26258,0.18414,-0.08329,0.079269,-0.40293,0.71865,0.96927,0.23621,-0.17493,1.5688,-1.566,0.64669,-0.18741,-0.2163,-0.17069,-0.5021,0.56934,0.19105,0.053108,-0.54265,-0.23639,0.47865,-0.11365,0.40155,0.01819,-0.063311,-0.090223,-0.11405,0.069999,-0.21379,-0.080107,0.39982,-0.15938,-0.74298,0.47777,-0.19061,-0.67162,-0.20543,0.71646,0.42122,-0.90109,0.13721,-0.061118,0.24374,0.53026,0.43364,0.12157,0.069381,0.12756,-0.033374,0.17853,0.7814,0.3136,-0.27101,0.75444,0.61588,-0.09996,-0.25414,-0.12115,-0.27821,-0.005288,0.63575,-0.21818,-0.51191,0.047694,-0.15718,-0.16857,0.65573,0.079958,0.82927,0.74035,-0.58606,0.13016,0.097794,-0.54214,0.48121,-0.61338,0.42946,0.70981,0.41382,0.0042143,0.21163,-0.53353,-0.60813,0.28671,-0.54373,-0.22599,0.37793,0.01059,0.67469,-0.34415,0.14682,-0.11211,-0.20485,0.17501,-0.59296,-0.19875,0.1266,-0.33399,0.27442,-0.52967,1.1871,0.095894,0.79258,-0.56595,0.44271,0.17929,-0.20091,-0.35992,-0.48144,0.18064,-0.39399,0.26962,-0.43625,0.36363,-0.55705,0.90049,-0.1445,0.01806,-0.33117,-0.781,0.41675,-0.27035,-0.054359,0.28319,-0.70783,0.18774,-0.00081399,1.2,-0.30003,0.56149,-0.46914,0.089029,-0.073371,-0.39771,0.62405,-0.46405,-0.13626,-0.94031,0.25084,0.33099,0.74758,0.070872,-0.40529,0.042869,-0.21236,0.44331,-0.34305,0.42286,-0.027923,0.073558,0.81519,1.1248,-0.26297,0.031975,0.85804,-1.0892,-0.40474,-0.38626,1.087,-1.2265,-0.32052,0.53705,-0.76052,-0.22984,0.40964,-0.52907,0.23421,-0.59163,0.66597,0.31237,0.019083,0.011722,-0.32469,-0.29117,0.026311,0.034451,0.053818,1.0167,-0.16708,0.38423,0.27099,0.056362,0.47304,-0.42399,-1.0382,-0.333,0.2913,0.46871,0.026075,-0.45901,-0.24961,-0.056438,-0.078681,0.30931,0.14072,1.153,0.029328,-0.53555,-0.66531,-0.74279,-0.57887,-0.1645,-0.039523,0.085159,6,363
Nucor,0.3172,0.24979,0.64443,-0.86224,-0.65838,-0.1493,-0.48166,0.58313,-0.66452,-1.5029,-0.00075872,-0.53116,-0.22112,-0.10785,0.59942,0.27725,1.0649,-0.745,-0.19239,-0.61062,0.031529,-0.050179,0.34937,-0.72579,-0.10317,0.39123,1.3289,-0.58737,-0.33058,0.5861,0.23939,-0.61219,-0.529,-0.048911,-0.051724,0.69607,0.67421,0.4131,-0.42334,-6.4176e-05,-0.46061,0.024504,-0.57543,0.1935,-0.025722,-0.29373,0.042447,-0.47323,-0.13851,-0.4884,0.25684,-0.053809,-0.1849,0.39247,0.066198,-0.41775,-0.034345,-0.56315,0.22974,0.53496,-0.073106,-0.50781,0.44797,-0.67172,-0.17014,0.24505,-0.18172,-0.065244,-0.42876,0.54945,-0.61616,0.020709,-0.16106,0.11733,-0.13412,0.003473,-0.69587,-0.16542,0.32538,-0.18888,0.0021637,-1.0105,0.66682,0.016035,-0.22072,0.94714,0.79873,0.42715,-0.73831,-0.28984,0.46729,-0.46632,0.26104,0.26081,-0.17767,0.12896,0.33518,-0.0030133,0.14052,0.42778,0.502,-0.27362,0.74061,0.30004,-0.40606,-1.1215,1.3071,-0.5242,-0.53235,-0.43878,0.41245,0.3605,0.17749,0.073017,-0.38573,0.59528,0.39691,-0.64766,-0.59859,0.62104,0.5448,0.22925,0.13032,-0.012496,0.025958,0.15858,0.11877,0.023797,0.27922,-0.29527,-1.065,-0.66639,-0.076213,-0.58463,0.012932,-0.063487,-0.799,-0.36711,-0.35013,-0.69133,0.89328,-0.4128,-0.057471,-0.33263,-0.48785,0.57577,0.21713,0.11675,1.0393,0.040172,0.4305,0.071891,0.11389,-0.29723,0.073495,0.48866,0.060577,0.19817,0.71788,-0.043275,0.57551,0.17161,-0.31882,0.30255,-0.11302,-0.1557,0.6362,-0.69642,-0.93228,-0.69172,0.12953,0.32824,0.060258,0.26342,-0.080391,-0.61987,0.15406,0.011986,-0.13069,-0.27275,0.56012,0.45334,0.38589,0.72038,-0.44813,0.95252,-0.40806,-0.50172,0.036546,-0.090077,0.5065,-0.44652,-0.067161,0.20647,-0.34267,-0.23957,-0.17561,0.48354,0.46472,-0.4521,0.1675,0.2699,-0.70975,-0.040003,-0.39165,-0.14882,-0.56575,0.73854,0.36221,0.068319,0.19969,1.0186,-0.75985,0.72899,-0.043158,-0.68638,0.24404,0.0072709,0.13149,0.31917,-0.43852,-0.31462,-0.021433,0.66072,0.22477,-0.36387,-0.68514,-0.23348,-0.088357,-0.86666,-0.029637,0.038772,-0.47905,-0.46972,-0.87821,0.28327,0.43045,0.036695,-0.32165,-0.11315,0.52747,0.71307,0.047982,-0.4326,0.15442,0.1073,0.61326,0.3911,0.66411,-0.013711,-0.2647,0.8295,-0.34858,-0.26694,-0.22268,-1.2117,-0.057877,0.025165,0.044668,0.38373,0.16229,-0.028971,-0.75115,0.17208,-0.23398,0.20325,-1.0072,0.4381,-1.0407,0.66833,-0.27416,-0.94292,0.53904,0.51519,-0.42758,0.39584,-0.14789,-0.45352,0.020256,-0.69083,-1.0272,0.1399,-1.2397,-0.0037466,0.39479,0.80297,-0.083886,0.19404,-0.47959,-0.28441,0.59832,0.37725,0.28257,-0.096784,0.23995,0.029166,-0.21789,0.34788,-1.1831,-0.38308,7,98
Ventas,0.028289,-0.25496,-0.040969,-0.10904,0.79244,0.059963,0.46969,0.023215,-0.11599,-1.3755,-0.63612,-0.37073,-0.85149,-0.23927,0.54336,-0.22476,-0.067154,-0.72211,0.76591,0.21418,0.45517,0.74684,-0.10561,0.11564,-0.3383,0.037948,-0.3571,0.077657,0.30057,0.11435,0.39246,-0.77002,0.43355,0.41304,-0.51858,0.29783,0.24516,-0.076374,-0.12066,0.041946,-0.83049,-0.29815,0.011956,0.34851,0.097826,0.17581,-0.50706,-0.12002,0.76084,0.59685,0.16316,-0.064355,0.28048,0.30083,0.0021354,0.11759,0.12694,0.15257,0.47937,0.51178,0.7305,0.28148,-0.25051,0.68579,0.14022,0.3108,0.46866,-0.47047,0.34038,-0.22779,-0.038872,0.13449,-0.92106,-0.0049647,-0.48673,-0.2228,0.25243,-0.43011,0.23842,0.37916,0.22673,-0.04773,0.26481,0.0037436,-0.43116,0.82014,0.68135,-0.35446,-0.6178,-0.010339,0.58753,-0.62309,0.90564,0.099712,-0.24347,0.62295,0.29095,-0.075209,-0.22555,-0.36234,-0.91838,-0.068034,0.43075,0.097995,0.42278,-0.89462,0.096921,-0.21048,-0.0051556,-0.012337,-0.044418,-0.52511,-0.32986,0.16914,0.47119,-0.1588,0.50213,-0.87228,-0.1058,0.14288,-0.24834,-0.4128,-0.069691,0.66179,-0.50385,-0.35545,0.5676,0.23615,0.39776,0.066615,-0.14525,0.12609,-0.0005715,-0.26512,0.13152,0.60642,-0.59491,-0.1256,-0.29987,-0.34439,0.25704,-0.74797,-0.069514,-0.23534,-0.54295,-0.037699,0.97433,-0.49648,0.17086,0.014033,0.54767,-1.1299,-0.0008727,0.0037452,-0.27957,0.14648,-0.42726,0.52695,0.087102,-0.16975,0.28139,0.10066,0.24547,-0.25631,0.41422,0.54394,-1.0914,0.020892,-0.1933,-0.13754,-0.13561,0.20635,0.072865,0.94639,0.17492,0.69153,0.22396,0.33227,-0.51398,0.033798,0.17737,-0.284,0.2829,-0.40421,-0.12932,-0.29232,1.0177,0.12112,0.72604,-0.098925,0.51825,-0.60832,0.3669,-0.017448,-0.34404,-0.57303,0.54829,-0.52792,0.092828,-0.081665,0.63352,0.11198,0.46166,-0.35622,-0.79216,-0.22099,0.30401,0.55892,-0.090848,0.10817,-0.16362,-0.27551,0.28356,0.45766,0.16249,-0.58213,0.64319,0.13358,-0.081313,0.13517,-0.12684,-0.4195,-0.33262,0.31474,0.22467,0.14632,-0.025111,0.076574,-0.63,0.13305,-0.39217,-0.071162,-0.058174,-0.41196,-0.7595,0.28788,0.25877,-0.27628,0.40511,-0.026393,0.1301,-0.50907,-0.27356,-0.17378,-0.34169,-0.27409,0.42333,0.3271,0.82215,-0.60278,0.010615,-0.019735,0.15088,0.49211,0.061992,-0.18079,0.16666,-0.51366,0.13098,-0.10068,0.17392,0.24403,-0.92853,-0.10382,0.003512,-0.12054,0.31857,-0.47682,-0.81708,-0.1034,-0.73987,-0.33302,-0.50617,0.51602,0.44717,-0.046441,-0.048875,-0.56343,0.24467,0.17357,-0.71488,-0.21915,-0.38038,0.30241,-0.57209,0.14092,-0.12526,-0.66282,-0.35921,0.14193,0.40652,0.2975,0.263,0.083026,0.11912,0.33498,0.18473,-0.25284,-0.38213,0.069614,8,46
IBM,-0.18684,0.19252,0.24139,-0.17411,0.12174,-0.0087396,-0.37784,0.076431,1.0594,-0.69566,0.428,-0.95863,-0.47015,0.15141,0.057812,0.10931,-0.65782,1.8808,-0.2124,-0.065753,0.67941,-0.28756,0.26277,-0.26587,-0.14315,-0.1207,-0.57006,0.037461,0.2635,0.60835,-0.70878,-0.57989,-0.12768,0.69531,-0.47016,0.39192,-0.062327,-0.090334,-0.46489,-0.34922,-0.34231,0.36028,0.38011,0.38143,-0.72365,-0.27988,-0.50288,-0.35366,0.49946,0.42798,0.049491,-0.42903,0.14903,-0.3637,-0.10171,-0.28874,-0.23801,-0.094022,-0.21236,-0.52178,-1.158,-0.73198,0.47095,-0.48921,0.53274,0.58024,0.098232,0.66615,-0.10008,-0.011979,0.4224,-0.45554,0.47756,0.25897,0.26504,-0.21674,0.13619,0.034075,0.39865,0.26498,-0.13531,0.34561,0.57909,0.34823,-0.32752,0.049409,0.91012,0.17455,0.65931,-0.21095,-0.43995,-0.69663,-0.11508,-0.18687,0.14971,-0.30191,-0.19393,-0.33215,0.27942,0.31309,0.060287,-0.38533,0.25925,0.4142,-0.0054473,-1.8606,0.10628,0.76043,-0.17389,-0.21085,0.44235,0.71685,-0.25797,-0.29463,-0.30894,-0.42231,0.33281,-0.3647,-0.42491,0.079527,-0.093147,0.1659,-0.24833,-0.70233,-0.6797,0.79817,-0.078226,0.70004,0.18125,-0.15029,0.44246,0.13569,-0.5475,-0.48022,-0.86465,-0.61814,0.24054,0.60103,0.10804,-0.59165,-0.35943,-0.53455,-0.11511,-0.2317,0.75639,0.33738,0.79461,0.31314,-0.16046,-0.51244,0.78636,-0.18355,0.85773,-0.033408,-0.096141,-0.013221,-0.20075,0.23067,-0.072675,0.046001,0.067062,0.20659,0.72571,-0.0097882,-0.49802,-0.14106,0.0068959,-0.43915,-0.39517,-0.1151,0.05358,0.32515,-0.75863,-0.0565,-0.17954,0.1433,0.0042209,0.74667,-0.24782,0.37871,-0.18026,-0.40595,0.31789,-0.23358,0.49237,-0.15339,-0.63208,0.42766,0.47047,0.01619,-0.26903,-0.12572,-0.28839,0.076701,-0.054648,-0.60796,0.95914,-0.28662,0.22329,-0.49334,-0.042519,-0.21992,-0.13843,0.41244,-0.55732,-0.52958,-0.24035,-0.15348,0.35189,0.17112,0.013284,0.021167,0.22121,-0.029455,0.17279,0.14554,-0.25712,-0.057627,-0.12916,-0.030612,-0.54995,0.34357,0.0012514,0.95595,-0.54136,-0.23232,0.95769,-0.39487,-0.45463,-0.22303,-0.26101,-0.17845,0.73631,-0.16418,-0.080139,-0.065581,-0.016358,-0.28367,-0.83645,0.032394,0.75721,-0.77381,-0.26283,-0.21464,0.22207,-0.41207,0.82782,-0.27593,-0.036413,-0.33204,0.20485,0.38345,-0.72444,-0.042614,0.59512,-1.3487,-0.92829,0.16824,-0.083733,-0.097507,0.39068,-0.18596,0.21926,0.13367,-0.8961,-0.71688,-0.67051,0.28115,-0.25307,-0.11209,-1.1209,0.011981,-0.034854,0.5897,0.20332,0.20318,0.11793,-0.57257,-0.27469,-0.62444,-0.25461,0.33365,0.66882,0.07075,0.20606,0.22166,0.43243,-0.18758,-0.17555,-0.32286,0.15884,-0.35799,0.28478,0.33288,-0.19574,0.14879,-0.34095,0.62298,-0.69022,0.0037067,11,10967
Amphenol,1.2346,0.66167,0.35733,1.141,0.78057,0.033712,0.13428,0.72784,0.2251,-1.6238,1.3337,-0.95318,-0.57134,0.75956,0.12765,-0.12472,0.36641,-0.90455,0.045895,0.62017,0.61534,0.98041,-0.33597,0.6967,-0.084879,-0.40846,-0.12037,0.17111,0.41028,0.90722,0.2918,0.046855,0.17993,-0.12729,0.080472,0.74223,0.18489,-0.20544,-0.44885,-1.4876,-0.041258,-0.57234,0.29113,-0.61887,0.50706,-0.27578,0.028363,-0.60041,-0.93227,0.57593,-0.10315,-0.177,0.28095,-0.45278,-0.5846,0.25841,0.51234,-0.31462,-0.31706,-0.24831,-0.45607,0.062683,0.40832,0.069464,0.42189,0.051102,-0.21189,0.17981,-0.68661,0.41443,0.17402,0.34731,-0.092098,0.53105,-0.3198,0.64277,-0.71919,-0.68161,0.015784,-0.55192,0.22411,-0.18765,0.22756,-0.53585,-0.42829,0.060459,1.5566,0.51658,0.58677,-0.044646,-0.28996,-0.41156,0.64383,-0.58787,0.14279,0.20328,0.77344,-0.69186,-0.14242,-0.63996,0.7063,0.19916,-0.44651,0.48881,-0.71267,-1.4662,0.38289,-0.098274,0.98902,0.28417,-0.072493,0.48441,-0.93101,-0.09031,-0.2712,1.0248,0.075286,-0.08584,0.38687,0.19601,0.65085,-0.24212,-0.20375,-0.15357,0.20798,0.81647,0.11616,1.0063,1.2896,-0.025582,-0.053225,0.47303,-0.18253,-0.52155,-0.17871,0.036405,-0.60923,0.16924,0.10965,-0.47126,0.11028,0.27457,-0.68033,-0.35171,-0.27615,0.03997,0.080292,-0.78753,0.5607,-0.83089,-0.78811,0.097802,-0.68358,-0.14161,-0.5311,0.49004,0.18564,-0.70422,0.61924,0.98592,-0.51143,0.19562,0.61003,0.14363,-0.15131,-0.17965,-0.75822,1.0568,-0.58774,0.44342,-0.30396,-0.15812,0.62396,0.12573,-0.49323,0.0064897,0.33822,-0.23835,-0.53611,1.3518,-0.78137,-0.20908,0.1406,-0.69799,-0.46646,-0.46482,0.080713,-1.5112,0.7739,1.3466,0.14585,0.23449,0.66457,-0.57764,-0.011725,0.48371,-0.0067211,-0.34043,0.72778,-1.466,-0.46365,0.021914,0.38902,-0.59735,0.037423,-0.4079,0.060068,0.22903,-0.57425,0.43305,-0.48932,-0.11201,-0.29746,-0.72906,-0.28453,0.012931,0.30333,0.48253,-0.46289,0.59492,-0.11403,-0.2458,0.57079,0.691,0.31098,-0.32742,-0.027793,-0.29487,-0.34124,-0.22705,0.20794,0.099627,0.22587,-0.44337,0.54046,0.72279,0.11058,-0.32772,-0.44761,0.76275,0.44891,-0.77712,0.10026,0.58108,0.20306,0.16802,0.10255,0.25938,1.2208,-0.53388,0.41593,0.45467,0.93567,0.21195,-0.050511,-1.0984,-0.061307,0.094254,-0.5922,-0.49432,-0.40275,-0.025918,-0.42687,0.32255,-0.065932,0.59266,-0.25678,0.22979,0.074413,-0.37728,-1.2782,0.81572,-0.63534,0.64471,0.80706,-0.30174,-0.40909,0.34614,-0.61804,-0.5686,-0.79188,-0.10116,0.37316,1.2906,0.44331,-0.24406,-0.82855,-0.036931,-0.28087,0.62326,0.47319,0.25938,-0.88157,0.76154,-0.1345,0.15162,0.66116,0.58907,-0.47182,0.090192,11,64
Cadence,0.0022313,1.0753,-0.27026,-0.2592,0.16199,0.1498,0.077073,0.26806,0.11551,-0.25515,0.54144,0.37875,0.1238,0.10926,0.044305,0.55981,0.38157,0.54861,-0.87298,-0.53774,-0.26786,0.22692,0.25703,-0.77082,-0.60259,-0.27865,-0.54913,0.0044983,0.21621,0.08247,-0.019995,0.179,-0.2384,0.030863,-0.3517,0.0062531,-0.34728,-0.076848,0.040236,-0.2524,-0.26151,-0.091778,0.14236,-0.26527,1.0608,0.087429,0.2615,0.07052,-0.55737,0.5061,-0.23097,-0.44429,-0.33454,0.021127,0.1274,0.27633,-0.44296,-0.0048298,-0.10661,-0.41873,0.039226,0.47937,-0.36238,0.45771,-0.40209,-0.13496,0.07265,0.43145,-0.32946,0.63228,-0.43593,-0.37641,-0.25925,0.073983,-0.067,-0.69551,-0.22158,0.42027,-0.30652,-0.26968,0.42967,-0.59819,0.11645,0.15528,0.16332,0.84394,0.20102,0.030727,0.69152,0.26995,-0.29494,0.07834,-0.54976,0.050231,-0.13357,-0.68287,0.4618,-0.18998,0.28131,0.14103,-0.035791,-0.84117,-0.17682,-0.13414,0.15632,-1.7901,0.29644,0.079107,-0.17792,0.13866,0.20338,-0.17792,-0.20352,0.3397,0.32361,-0.069434,0.48495,-0.10888,-0.23355,0.32831,0.40503,-0.29179,0.15286,0.72783,-0.028334,0.28791,-0.10147,0.48132,0.15055,-0.51701,0.61345,-0.09228,0.33441,0.40328,-0.045885,-0.28228,0.2466,0.64969,-0.11915,-0.28394,-1.0621,0.17396,0.28522,0.6718,0.15566,0.60641,-0.010036,0.19026,-0.1342,0.82189,0.039243,-0.51161,0.39067,0.20325,0.0029455,-0.41786,0.41531,-0.38033,0.47906,-0.44697,0.12375,0.63129,0.21431,0.14151,-0.027977,-0.182,-0.017112,0.21048,-0.71436,0.09902,0.24033,-0.20423,0.53111,-0.45581,0.083472,-0.020377,0.16649,-0.96235,-0.27005,0.49552,0.091825,-0.49463,0.077067,0.11227,0.084055,0.87514,-0.099528,0.29941,0.38823,-0.28815,-0.030877,-0.20529,-0.012905,-0.0097344,-0.61778,-0.11095,-0.018662,-0.36575,-0.35417,0.10051,-0.084101,0.24725,0.14398,-0.094283,-0.87918,-0.36436,0.34212,-0.034588,0.25464,-0.72686,-0.2066,-0.20064,0.29524,-0.33899,-0.34966,0.12065,0.22058,0.26742,0.10123,0.76388,0.64813,-0.16802,0.15726,0.11665,0.031458,0.21261,0.78452,-0.045466,0.33762,0.037426,0.11058,0.21213,0.075275,0.33584,-0.046375,-0.15655,-0.24022,-0.097448,-0.26802,0.3805,-0.82163,-0.46025,0.10744,0.0097699,-0.45227,0.36572,0.34147,-0.25821,0.52641,-0.2933,-0.2437,0.09655,-0.23995,0.48006,-0.706,0.02411,0.0059485,0.38588,-0.11018,-0.097726,0.054898,-0.21719,0.24745,-0.17844,0.59911,0.010032,0.20359,0.60681,0.38074,0.48455,0.089366,-0.16435,-0.40033,0.52442,-0.14849,-0.47245,0.22867,-0.21337,0.46631,0.00021111,-0.13867,0.22767,0.83968,-0.17899,-0.12476,-0.66172,-0.16246,-0.17851,0.48637,-0.20751,0.22737,-0.2197,0.31783,0.24247,-0.011884,0.212,0.28342,1.0446,-0.40117,-0.13428,11,248
